task_id,problem,language,branching_factor,max_programs,drafts_per_prompt,explanations_per_program,repairs_per_explanation,beam_width,log,lexicase_selection,dataset,model_name,run,offset
635001,CPP/0,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635002,CPP/1,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635003,CPP/2,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635004,CPP/3,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635005,CPP/4,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635006,CPP/5,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635007,CPP/6,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635008,CPP/7,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635009,CPP/8,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635010,CPP/9,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635011,CPP/10,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635012,CPP/11,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635013,CPP/12,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635014,CPP/13,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635015,CPP/14,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635016,CPP/15,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635017,CPP/16,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635018,CPP/17,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635019,CPP/18,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635020,CPP/19,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635021,CPP/20,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635022,CPP/21,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635023,CPP/22,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635024,CPP/23,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635025,CPP/24,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635026,CPP/25,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635027,CPP/26,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635028,CPP/27,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635029,CPP/28,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635030,CPP/29,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635031,CPP/30,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635032,CPP/31,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635033,CPP/32,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635034,CPP/33,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635035,CPP/34,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635036,CPP/35,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635037,CPP/36,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635038,CPP/37,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635039,CPP/38,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635040,CPP/39,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635041,CPP/40,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635042,CPP/41,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635043,CPP/42,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635044,CPP/43,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635045,CPP/44,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635046,CPP/45,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635047,CPP/46,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635048,CPP/47,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635049,CPP/48,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635050,CPP/49,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635051,CPP/50,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635052,CPP/51,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635053,CPP/52,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635054,CPP/53,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635055,CPP/54,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635056,CPP/55,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635057,CPP/56,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635058,CPP/57,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635059,CPP/58,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635060,CPP/59,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635061,CPP/60,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635062,CPP/61,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635063,CPP/62,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635064,CPP/63,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635065,CPP/64,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635066,CPP/65,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635067,CPP/66,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635068,CPP/67,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635069,CPP/68,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635070,CPP/69,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635071,CPP/70,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635072,CPP/71,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635073,CPP/72,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635074,CPP/73,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635075,CPP/74,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635076,CPP/75,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635077,CPP/76,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635078,CPP/77,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635079,CPP/78,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635080,CPP/79,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635081,CPP/80,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635082,CPP/81,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635083,CPP/82,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635084,CPP/83,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635085,CPP/84,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635086,CPP/85,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635087,CPP/86,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635088,CPP/87,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635089,CPP/88,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635090,CPP/89,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635091,CPP/90,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635092,CPP/91,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635093,CPP/92,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635094,CPP/93,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635095,CPP/94,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635096,CPP/95,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635097,CPP/96,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635098,CPP/97,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635099,CPP/98,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635100,CPP/99,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635101,CPP/100,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635102,CPP/101,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635103,CPP/102,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635104,CPP/103,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635105,CPP/104,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635106,CPP/105,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635107,CPP/106,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635108,CPP/107,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635109,CPP/108,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635110,CPP/109,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635111,CPP/110,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635112,CPP/111,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635113,CPP/112,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635114,CPP/113,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635115,CPP/114,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635116,CPP/115,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635117,CPP/116,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635118,CPP/117,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635119,CPP/118,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635120,CPP/119,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635121,CPP/120,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635122,CPP/121,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635123,CPP/122,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635124,CPP/123,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635125,CPP/124,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635126,CPP/125,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635127,CPP/126,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635128,CPP/127,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635129,CPP/128,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635130,CPP/129,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635131,CPP/130,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635132,CPP/131,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635133,CPP/132,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635134,CPP/133,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635135,CPP/134,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635136,CPP/135,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635137,CPP/136,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635138,CPP/137,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635139,CPP/138,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635140,CPP/139,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635141,CPP/140,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635142,CPP/141,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635143,CPP/142,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635144,CPP/143,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635145,CPP/144,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635146,CPP/145,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635147,CPP/146,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635148,CPP/147,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635149,CPP/148,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635150,CPP/149,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635151,CPP/150,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
635152,CPP/151,C++,2,100,2,2,2,2,INFO,False,humaneval,llama3,6,635000
