task_id,problem,language,branching_factor,max_programs,drafts_per_prompt,explanations_per_program,repairs_per_explanation,beam_width,log,lexicase_selection,dataset,model_name,run,valid_examples,offset
631001,basement,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631002,basement,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631003,bouncing-balls,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631004,bouncing-balls,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631005,bowling,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631006,bowling,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631007,camel-case,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631008,camel-case,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631009,coin-sums,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631010,coin-sums,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631011,cut-vector,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631012,cut-vector,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631013,dice-game,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631014,dice-game,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631015,find-pair,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631016,find-pair,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631017,fizz-buzz,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631018,fizz-buzz,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631019,fuel-cost,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631020,fuel-cost,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631021,gcd,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631022,gcd,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631023,indices-of-substring,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631024,indices-of-substring,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631025,leaders,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
631026,leaders,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,6,50,631000
