task_id,problem,language,branching_factor,max_programs,drafts_per_prompt,explanations_per_program,repairs_per_explanation,beam_width,log,lexicase_selection,dataset,model_name,run,valid_examples,offset
331001,basement,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331002,basement,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331003,bouncing-balls,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331004,bouncing-balls,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331005,bowling,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331006,bowling,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331007,camel-case,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331008,camel-case,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331009,coin-sums,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331010,coin-sums,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331011,cut-vector,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331012,cut-vector,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331013,dice-game,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331014,dice-game,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331015,find-pair,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331016,find-pair,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331017,fizz-buzz,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331018,fizz-buzz,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331019,fuel-cost,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331020,fuel-cost,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331021,gcd,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331022,gcd,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331023,indices-of-substring,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331024,indices-of-substring,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331025,leaders,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331026,leaders,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331027,luhn,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331028,luhn,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331029,mastermind,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331030,mastermind,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331031,middle-character,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331032,middle-character,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331033,paired-digits,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331034,paired-digits,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331035,shopping-list,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331036,shopping-list,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331037,snow-day,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331038,snow-day,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331039,solve-boolean,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331040,solve-boolean,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331041,spin-words,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331042,spin-words,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331043,square-digits,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331044,square-digits,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331045,substitution-cipher,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331046,substitution-cipher,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331047,twitter,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331048,twitter,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331049,vector-distance,C++,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331050,vector-distance,Python,2,100,2,2,2,2,INFO,False,psb2,llama3,3,50,331000
331051,basement,C++,4,100,4,2,4,4,INFO,False,psb2,llama3,3,50,331000
